nome,autor,editora,resumo,isbn,categoria,numero_paginas,exemplar,capa
A garota do lago,Charlie Donlea,Faro Editorial,"Summit Lake, uma pequena cidade entre montanhas, é esse tipo de lugar, bucólico e com encantadoras casas dispostas à beira de um longo trecho de água intocada. Duas semanas atrás, a estudante de direito Becca Eckersley foi brutalmente assassinada em uma dessas casas. Filha de um poderoso advogado, Becca estava no auge de sua vida. Atraída instintivamente pela notícia, a repórter Kelsey Castle vai até a cidade para investigar o caso. E enquanto descobre sobre as amizades de Becca, sua vida amorosa e os segredos que ela guardava, a repórter fica cada vez mais convencida de que a verdade sobre o que aconteceu com Becca pode ser a chave para superar as marcas sombrias de seu próprio passado.",978-85-62409-88-2,Ficção,296,978-85-62409-88-2,https://www.publishnews.com.br/estaticos/uploads/2019/04/o8HmV2jl1OLFJlkjT6qkTFADkYMEeZQ6gxYqaotYVj3B0QJ10S619PZtq6rs9pB9qvqs5Dv2yDwltjlJ.jpg
O poder da autorresponsabilidade,Paulo Vieira,Gente,"Muitas pessoas têm consciência de que precisam assumir as rédeas da própria vida, porém não sabem como fazer isso na prática. Este livro traz ao leitor o conceito de autorresponsabilidade. Trata-se de um manual que apresenta a metodologia das 6 leis para a conquista da autorresponsabilidade, de modo que o leitor assuma o comando de sua vida. Aplicando esse conceito, você será capaz de levar alta performance à vida pessoal e profissional, saindo de um estado não satisfatório para uma vida de abundância e de sucesso.",978-85-45202-21-9,Negócios,160,978-85-45202-21-9,https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
Batman/Fortnite Vol. 01,Christos Gage,Panini,"Um dos encontros mais inesperados finalmente acontece nos quadrinhos! Batman é chamado para investigar uma estranha ruptura que surgiu no céu de Gotham. Chegando ao local, se depara com a Arlequina, que decide se jogar dentro do misterioso fenômeno. Enquanto o Homem-Morcego avalia o que está acontecendo, é atacado à traição e acaba sendo atraído para dentro da ruptura. Despertando em outro lugar, o Cavaleiro das Trevas se vê sendo obrigado a lutar por sua vida e, ao mesmo tempo, reencontra um rosto conhecido... Para todo fã do jogo que é uma das maiores sensação atuais, descubra o que acontece quando Batman entra no universo de Fortnite!",978-65-55126-98-3,Ficção,32,978-65-55126-98-3,https://www.publishnews.com.br/estaticos/uploads/2021/09/WZp0VYg8ZAaIwnPATzTN6oJMYwCInRCSkiWKYsYcc42ofHgGG15EgqGWKQEwFq1TH8ofhtwp6p2CkV7c.png
Corte de espinhos e rosas,Sarah J. Maas,Galera Record,"Depois de anos sendo escravizados pelas fadas, os humanos conseguiram se libertar e coexistem com os seres místicos. Cerca de cinco séculos após a guerra que definiu o futuro das espécies, Feyre, filha de um casal de mercadores, é forçada a se tornar uma caçadora para ajudar a família. Após matar uma fada zoomórfica transformada em lobo, uma criatura bestial surge exigindo uma reparação. Arrastada para uma terra mágica e traiçoeira — que ela só conhecia através de lendas —, a jovem descobre que seu captor não é um animal, mas Tamlin, senhor da Corte Feérica da Primavera.",978-85-01105-87-5,Infantojuvenil,434,978-85-01105-87-5,https://www.publishnews.com.br/estaticos/uploads/2020/05/E7pdGZ9XmZN2iBkGQPYqHWErDOp6aKfNZ5X8oV5oG37c3lwE2Me9PuY928juWw5Jr77Qb4nlVeYoPVuE.jpg
A rainha vermelha,Victoria Aveyard,Seguinte,"O mundo de Mare Barrow é dividido pelo sangue: vermelho ou prateado. Mare e sua família são vermelhos: plebeus, humildes, destinados a servir uma elite prateada cujos poderes sobrenaturais os tornam quase deuses. Mare rouba o que pode para ajudar sua família a sobreviver e não tem esperanças de escapar do vilarejo miserável onde mora. Entretanto, numa reviravolta do destino, ela consegue um emprego no palácio real, onde, em frente ao rei e a toda a nobreza, descobre que tem um poder misterioso… Mas como isso seria possível, se seu sangue é vermelho? Em meio às intrigas dos nobres prateados, as ações da garota vão desencadear uma dança violenta e fatal, que colocará príncipe contra príncipe - e Mare contra seu próprio coração.",978-85-65765-69-5,Infantojuvenil,424,978-85-65765-69-5,https://www.publishnews.com.br/estaticos/uploads/2015/08/YE6xyheZ5vwQuAoldZRGiNlBjipUOKkxS2yjMIJTCoCAN9uKcHocnElVjjM9T0suHx9QuBb66moukdqB.jpg
Um de nós está mentindo,Karen McManus,Galera Record,Cinco alunos entram em detenção na escola e apenas quatro saem com vida. TOdos são suspeitos e cada um tem algo a esconder. ,978-85-01112-52-1,Infantojuvenil,384,978-85-01112-52-1,https://www.publishnews.com.br/estaticos/uploads/2018/03/w5itcT2Yvg8TmU1wD1jUQEasS8z7iBDI0KTfpWI6e4TmMSrPKjJ0sSXhb4WfSWOCN317oxgIsUbdds0J.jpg
Vade Mecum Saraiva 2021 - 32ª Edição,Editora Saraiva,Saraiva Jur,"O Vade Mecum Saraiva chega à 32ª edição com conteúdo atualizado e com novidades exclusivas, como o Mapa da Legislação Emergencial 2020 e 2021, que facilita ainda mais a consulta das principais mudanças legislativas ocorridas.",978-65-55597-94-3,Negócios,2.576,978-65-55597-94-3,https://www.publishnews.com.br/estaticos/uploads/2021/09/H1gkx1vIN6S0yUoDZIDtyRR8eWWlVttM5tqGuOfpWNEqAqluHbElkrsgCMWTVon7XzrvhP21DCoIMXNc.jpg
De porta em porta,Luciano Huck,Objetiva,"Reunindo memórias pessoais, aprendizados e conversas com expoentes de várias áreas do conhecimento, Luciano Huck faz um chamado à responsabilidade de cada um de nós pelo cuidado com o mundo que compartilhamos. De porta em porta é o resultado dessa grande busca “para dentro” e “para fora”, uma tentativa de entender melhor o mundo em que vivemos e caminhar na direção de uma sociedade mais igualitária.",978-85-47001-32-2,Não ficção,264,978-85-47001-32-2,https://www.publishnews.com.br/estaticos/uploads/2021/08/6c0pr5nBruxdwbqjoE4c5VxnUvVaaY8lL2zdfKQZyHrt8qrxEEhVQ5lejYqtLjJA7FwTpqGC4q7aTqSO.jpg
A coragem de ser imperfeito,Brené Brown,Sextante,"Brené Brown ousou tocar em assuntos que costumam ser evitados por causarem grande desconforto. Sua palestra a respeito de vulnerabilidade, medo, vergonha e imperfeição já teve mais de 25 milhões de visualizações. VIver é experimentar incertezas, riscos e se expor emocionalmente. Mas isso não precisa ser ruim. Como mostra Brené Brown, a vulnerabilidade não é uma medida de fraqueza, mas a melhor definição de coragem.",978-85-43104-33-1,Autoajuda,208,978-85-43104-33-1,https://www.publishnews.com.br/estaticos/uploads/2018/03/xJlrtihjuuMUO3sAwEsqRisYR4JArOgVvwaqFPknHgzsxa7mBE948KjYcpijdIXLOkWRnup1kIXdZxxi.jpg
Do mil ao milhão,Thiago Nigro,HarperCollins,"Em seu primeiro livro, Thiago Nigro, criador da plataforma O Primo Rico, ensina aos leitores os três pilares para atingir a independência financeira: gastar bem, investir melhor e ganhar mais. Por meio de dados e de sua própria experiência como investidor e assessor, Nigro mostra que a riqueza é possível para todos – basta estar disposto a aprender e se dedicar.",978-85-95083-27-1,Negócios,192,978-85-95083-27-1,https://www.publishnews.com.br/estaticos/uploads/2018/12/r45liYDuqOHQRJlKyhGi8KtfeXhwsr60hzkrN1xIHmnI8hyJUJfziDKooYi22JQfFTdopHRumlqknJIq.jpg
Os segredos da mente milionária,T. Harv Eker,Sextante,"Se as finanças andam na corda bamba, talvez seja hora de refletir sobre o que T. Harv Eker chama de ""o seu modelo de dinheiro"" – um conjunto de crenças que todos alimentamos desde a infância e que molda o destino financeiro, quase sempre levando para uma situação difícil. Neste livro, Eker mostra como substituir uma mentalidade destrutiva – que o leitor talvez nem perceba que tem – pelos ""arquivos de riqueza"", 17 modos de pensar e agir que distinguem os ricos das demais pessoas. O autor também ensina um método eficiente de administrar o dinheiro. O leitor aprenderá a estabelecer sua remuneração pelos resultados que apresenta e não pelas horas que trabalha. Além disso, saberá como aumentar o seu patrimônio líquido – a verdadeira medida da riqueza.",978-85-75422-39-7,Negócios,176,978-85-75422-39-7,https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
DNA revelado das emoções,Elainne Ourives,Gente,"Para onde suas emoções levam você? Tristeza, medo, raiva e culpa são sentimentos que nos colocam diante da nossa pior versão. Conviver com essas cargas emocionais, sobretudo as negativas, afeta nossa vibração energética e nossa percepção de mundo. Em DNA Revelado das Emoções®, Elainne Ourives mostra como vencer o sofrimento e firmar os passos na trilha da transformação. Aqui você aprenderá como a compreensão das emoções e a expansão da consciência são ferramentas poderosas para a saúde, o bem-estar e a felicidade.",978-65-55441-35-2,Autoajuda,288,978-65-55441-35-2,https://www.publishnews.com.br/estaticos/uploads/2021/10/gSuW3G8QV7M2R1jcjIZWI3FKl6BU8DUJzjOEgUHeoobjsk1f5traxSEOqWvUzdzfXiSEyey5H5dCGshJ.jpg
Batman/Fortnite Vol. 03,Christos Gage,Panini,"Após compreender como sair do mundo de Fortnite, o Homem-Morcego se torna cada vez mais determinado a encontrar seu caminho de volta para casa. O grande problema é que pouca coisa em tal reino acontece sem o aval de uma misteriosa organização de controladores. E para deter os avanços de Batman rumo à sua liberdade, as pessoas por trás de tudo o que está acontecendo tratam de providenciar um inimigo perfeito para deter o herói: o soldado Snake Eyes (sim, aquele mesmo dos G.I. Joes). Acompanhe o embate entre os dois lutadores em uma das edições mais eletrizantes dessa minissérie. ",978-65-55128-66-6,Ficção,24,978-65-55128-66-6,https://www.publishnews.com.br/estaticos/uploads/2021/09/6GMHLkilVhyd5taBLi2UxgCXKl9BaZYlT1bbXbzzuoQH3a9II5gNMXdavhqIEMpRvObg2wwTHu8ZpIkO.jpg
Mais esperto que o diabo,Napoleon Hill,Citadel,"Escrito em 1938, após uma das maiores crises econômicas, e precedendo a Segunda Guerra Mundial, este livro não somente é uma fonte de inspiração e coragem, mas deve ser considerado um manual para todas aquelas pessoas que desejam ser mais espertas que seus medos, problemas e limitações, pois, como o próprio Hill fala - em toda adversidade existe uma semente de benefício equivalente. ",978-85-68014-00-4,Autoajuda,200,978-85-68014-00-4,https://www.publishnews.com.br/estaticos/uploads/2021/07/Vgzr5F4Gh4Y0HTGeYaoSimsdVz8uJPebAWx397qktmYwr00d2YDOElgtMJ9QoFAT9LtGKTA3keBzzTDd.jpg
Rebeldes têm asas,Rony Meisler / Sergio Pugliese,Gente,"Conhecer a Reserva por dentro, vasculhar suas entranhas, mergulhar em sua efervescência, acreditem, é uma experiência sublime. Recomendo que marquem uma visita e façam um tour pelo Centro de Distribuição, em São Cristóvão, e se preparem para viver um turbilhão de emoções. Basta um diazinho, algumas horas! Será como assistir a um documentário ou a um filme de ação, ou passear na Disneylândia.",978-65-55440-28-7,Negócios,368,978-65-55440-28-7,https://www.publishnews.com.br/estaticos/uploads/2021/10/et4AoR80uewXfcKTN6mQMladFQ0NN37vzlcLZtDmuubLS5EaG747YHHhGdFvsfmH8gCojGbjKpz8bevC.jpg
Amor & gelato,Jenna Evans Welch,Intrínseca,"Um verão na Itália, uma antiga história de amor e um segredo de família. Depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália para conhecer o pai. Do dia para a noite, ela se vê na famosa paisagem da Toscana, morando em uma casa localizada no mesmo terreno de um cemitério memorial de soldados americanos da Segunda Guerra Mundial, com um homem que nunca tinha ouvido falar. Apesar das belezas arquitetônicas, da história da cidade e das comidas maravilhosas, o que Lina mais quer é ir embora correndo dali. Mas as coisas começam a mudar quando ela recebe um antigo diário da mãe. Nele, a menina embarca em uma misteriosa história de amor, que pode explicar suas próprias origens.",978-85-51002-34-6,Ficção,320,978-85-51002-34-6,https://www.publishnews.com.br/estaticos/uploads/2021/04/7UAARrPReZ5vPtZZ0Qt3taq5HPZyfTCJBQsnxc0x7R3lPSQHdocPPoLDRhoWIqglf9grbBfXL6xgo25d.jpg
Mindset milionário,José Roberto Marques,Buzz,"Tudo começa na mente, inclusive a riqueza material, por isso, para enriquecer, você precisa dos padrões mentais adequados! Toda a riqueza que você busca já existe e está disponível no mundo. Porque uns alcançam e outros não? Quer entender esses segredos? Ao longo de sua vida, você aprendeu, muitas vezes por meio de exemplos, a ter certas atitudes e crenças a respeito do mundo e de si mesmo. O que talvez ninguém tenha lhe contado é que grande parte do que pensamos sobre o dinheiro e o modo como lidamos com ele é herdada de nossos familiares. São crenças que podem dificultar nosso acesso, gestão e multiplicação das riquezas, inclusive a material.",978-65-89623-15-1,Negócios,208,978-65-89623-15-1,https://www.publishnews.com.br/estaticos/uploads/2021/10/R8pXwcL6E6fX00i1S653vmpE8gu3enTw4czIJOhANEyroCyevKhiEK4dRp4FuuBHWfeXzxf88cQB9eJr.jpg
Mentirosos,E. Lockhart,Seguinte,"Na família Sinclair, ninguém é carente, criminoso, viciado ou fracassado. Mas talvez isso seja mentira. Os Sinclair são uma família rica e renomada, que se recusa a admitir que está em decadência e se agarra a todo custo às tradições. Assim, todo ano o patriarca, suas três filhas e seus respectivos filhos passam as férias de verão em sua ilha particular. Cadence - neta primogênita e principal herdeira -, seus primos Johnny e Mirren e o amigo Gat são inseparáveis desde pequenos, e juntos formam um grupo chamado Mentirosos.",978-85-65765-48-0,Infantojuvenil,272,978-85-65765-48-0,https://www.publishnews.com.br/estaticos/uploads/2021/04/FTNKpKOAnh1aBvkNnmZQd94QL7ZpwldC4k4oYTAIg8oL2Qh9MeDQRj9D4RFeOeJlPb7miGPPWJJK9YqF.jpg
A garota do lago,Charlie Donlea,Faro Editorial,"Summit Lake, uma pequena cidade entre montanhas, é esse tipo de lugar, bucólico e com encantadoras casas dispostas à beira de um longo trecho de água intocada. Duas semanas atrás, a estudante de direito Becca Eckersley foi brutalmente assassinada em uma dessas casas. Filha de um poderoso advogado, Becca estava no auge de sua vida. Atraída instintivamente pela notícia, a repórter Kelsey Castle vai até a cidade para investigar o caso. E enquanto descobre sobre as amizades de Becca, sua vida amorosa e os segredos que ela guardava, a repórter fica cada vez mais convencida de que a verdade sobre o que aconteceu com Becca pode ser a chave para superar as marcas sombrias de seu próprio passado.",978-85-62409-88-2,Ficção,296,978-85-62409-88-2,https://www.publishnews.com.br/estaticos/uploads/2019/04/o8HmV2jl1OLFJlkjT6qkTFADkYMEeZQ6gxYqaotYVj3B0QJ10S619PZtq6rs9pB9qvqs5Dv2yDwltjlJ.jpg
Mulheres que correm com os lobos (capa dura),Clarissa Pinkola Estes,Rocco,"Clássico dos estudos sobre o sagrado feminino e o feminismo, o livro Mulheres que correm com os lobos é o primeiro de uma série de longsellers da Rocco a ganhar edição com novo projeto gráfico e capa dura.",978-85-32529-78-7,Não ficção,576,978-85-32529-78-7,https://www.publishnews.com.br/estaticos/uploads/2018/12/nCxf8cyh2k3HhDeb2nFf52XRbR5AJ4WRr6FaZ4XIELrSr0kEGpwxoc2YCbdYRlLp1t7OvWBQiSXbrZnm.jpg
"Vermelho, branco e sangue azul",Casey McQuiston,Seguinte,"Quando sua mãe foi eleita presidenta dos Estados Unidos, Alex Claremont-Diaz se tornou o novo queridinho da mídia norte-americana. Bonito, carismático e com personalidade forte, Alex tem tudo para seguir os passos de seus pais e conquistar uma carreira na política, como tanto deseja. Mas logo Alex tem que encarar o seu primeiro desafio diplomático: lidar com Henry, o príncipe mais adorado do mundo, com quem ele é constantemente comparado — e que ele não suporta. O encontro entre os dois sai pior do que o esperado, para evitar um desastre diplomático, eles passam um fim de semana fingindo ser melhores amigos e não demora para que essa relação evolua para algo que nenhum dos dois poderia imaginar — e que não tem nenhuma chance de dar certo. Ou tem?",978-85-55340-94-9,Infantojuvenil,392,978-85-55340-94-9,https://www.publishnews.com.br/estaticos/uploads/2021/01/dQRXU8ekQnwiWBPpr4oH38fMZJdFqgEeoEoblsuAtDUQwLc264taXxc7w9YoqkQj2Cna0A9qOgLxT8gf.jpg
Os sete maridos de Evelyn Hugo,Taylor Jenkins Reid,Paralela,"Evelyn Hugo sempre esteve sob os holofotes - seja estrelando uma produção vencedora do Oscar, protagonizando algum escândalo ou aparecendo com um novo marido… pela sétima vez. Agora, prestes a completar oitenta anos e reclusa em seu apartamento no Upper East Side, a famigerada atriz decide contar a própria história - ou sua “verdadeira história” -, mas com uma condição: que Monique Grant, jornalista iniciante e até então desconhecida, seja a entrevistadora. Ao embarcar nessa misteriosa empreitada, a jovem repórter começa a se dar conta de que nada é por acaso - e que suas trajetórias podem estar profunda e irreversivelmente conectadas. 
",978-85-84391-50-9,Ficção,360,978-85-84391-50-9,https://www.publishnews.com.br/estaticos/uploads/2020/09/2bPJukvai2GX2aFutD1qWP1OmwFX6v98fhUXOn7wylKXPceFoQxt55tzYhfQFaitjflpGkSSaQzVZ18k.jpg
O poder da autorresponsabilidade,Paulo Vieira,Gente,"Muitas pessoas têm consciência de que precisam assumir as rédeas da própria vida, porém não sabem como fazer isso na prática. Este livro traz ao leitor o conceito de autorresponsabilidade. Trata-se de um manual que apresenta a metodologia das 6 leis para a conquista da autorresponsabilidade, de modo que o leitor assuma o comando de sua vida. Aplicando esse conceito, você será capaz de levar alta performance à vida pessoal e profissional, saindo de um estado não satisfatório para uma vida de abundância e de sucesso.",978-85-45202-21-9,Negócios,160,978-85-45202-21-9,https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
Torto arado,Itamar Vieira Junior,Todavia,"Nas profundezas do sertão baiano, as irmãs Bibiana e Belonísia encontram uma velha e misteriosa faca na mala guardada sob a cama da avó. Ocorre então um acidente. E para sempre suas vidas estarão ligadas — a ponto de uma precisar ser a voz da outra. Numa trama conduzida com maestria e com uma prosa melodiosa, o romance conta uma história de vida e morte, de combate e redenção.",978-65-80309-31-3,Ficção,264,978-65-80309-31-3,https://www.publishnews.com.br/estaticos/uploads/2020/12/mAfckVkdsHEvlztqX5ThJBoeY5EpIQ8yhfh9Vfk3amwg7OxAwHgHT7hSUDvgtIOWiRDU7QYJwcnKAplz.jpg
Vendas à prova de crises,Peixoto Accyoli (organizador),Gente,"Sabemos que a maneira de se relacionar com os clientes mudou bastante. A instabilidade é grande, a concorrência está cada vez mais preparada e, nesse meio, o profissional de vendas se encontra na linha de frente e com a responsabilidade de entregar resultados cada vez melhores. Desenvolvido por experts do mundo das vendas, esta obra entregará a você muito mais do que técnicas, mas um mapa completo de habilidades e estratégias fundamentais que fortalecerão a sua carreira e que tornarão a sua empresa mais eficiente, mais forte e mais consolidada!",978-65-55441-40-6,Negócios,192,978-65-55441-40-6,https://www.publishnews.com.br/estaticos/uploads/2021/10/pIT07zveXeyvw5qjMCnT3wCHhzTsZQMU1hPx4w1z2PCq67XWIKdJNuFfRRKXMOEq8yXHWcDOKDtxBIg7.jpg
É assim que acaba,Colleen Hoover,Galera Record,"Em É assim que acaba, Colleen Hoover nos apresenta Lily, uma jovem que se mudou de uma cidadezinha do Maine para Boston, se formou em marketing e abriu a própria floricultura. E é em um dos terraços de Boston que ela conhece Ryle, um neurocirurgião confiante, teimoso e talvez até um pouco arrogante, com uma grande aversão a relacionamentos, mas que se sente muito atraído por ela. Quando os dois se apaixonam, Lily se vê no meio de um relacionamento turbulento que não é o que ela esperava. Mas será que ela conseguirá enxergar isso, por mais doloroso que seja?",978-85-01112-51-4,Ficção,368,978-85-01112-51-4,https://www.publishnews.com.br/estaticos/uploads/2021/08/AYH42hiujusD1xdeJuMBfd0xKA2pdPZwK9hCt024trgI1r7mwU2LYHR9PcIQQAmtfAUG6BwIpkvjvOXj.jpg
My Hero Academia - Vol 1,Kohei Horikoshi,JBC,"Em um mundo onde quase toda a população possui algum poder sobre-humano, Izuku Midoriya é um dos poucos casos de pessoas comuns. Mas esse não é o maior de seus problemas. Exatamente por ser desprovido de qualquer poder, Izuku sofre constantemente nas mãos de seus colegas de classe. O sonho de Izuku é se tornar um super-herói. Isso parecia impossível até o dia que ele ajuda o poderoso All Might na captura de um vilão gosmento. Ao demonstrar grande coragem e um forte senso de justiça, com a ajuda do famoso herói de cabelos louros, o garoto, enfim, terá a chance de se tornar quem sempre sonhou!",978-85-45701-95-8,Ficção,200,978-85-45701-95-8,https://www.publishnews.com.br/estaticos/uploads/2021/04/rvSXioU37ZHr0VKU3PWDHvtYwy8ELKBO1SZULVkUmeL8fpoNX5u3p8xTf0zuBTuS9KoQhgOTxDgM4kLb.jpg
Vade Mecum Saraiva 2021 - 32ª Edição,Editora Saraiva,Saraiva Jur,"O Vade Mecum Saraiva chega à 32ª edição com conteúdo atualizado e com novidades exclusivas, como o Mapa da Legislação Emergencial 2020 e 2021, que facilita ainda mais a consulta das principais mudanças legislativas ocorridas.",978-65-55597-94-3,Negócios,2.576,978-65-55597-94-3,https://www.publishnews.com.br/estaticos/uploads/2021/09/H1gkx1vIN6S0yUoDZIDtyRR8eWWlVttM5tqGuOfpWNEqAqluHbElkrsgCMWTVon7XzrvhP21DCoIMXNc.jpg
Minutos de sabedoria,C. Torres Pastorino,Vozes,,978-85-32604-91-0,Autoajuda,288,978-85-32604-91-0,https://www.publishnews.com.br/estaticos/uploads/2017/01/6gnSUAm6DFE58NI3EWcuqh0xhIt1gj7kmkcftF7UEL07bbBtTqN0fxhUsdeucWAjgBy3CFD6owuPBkGo.jpg
Um de nós está mentindo,Karen McManus,Galera Record,Cinco alunos entram em detenção na escola e apenas quatro saem com vida. TOdos são suspeitos e cada um tem algo a esconder. ,978-85-01112-52-1,Infantojuvenil,384,978-85-01112-52-1,https://www.publishnews.com.br/estaticos/uploads/2018/03/w5itcT2Yvg8TmU1wD1jUQEasS8z7iBDI0KTfpWI6e4TmMSrPKjJ0sSXhb4WfSWOCN317oxgIsUbdds0J.jpg
A rainha vermelha,Victoria Aveyard,Seguinte,"O mundo de Mare Barrow é dividido pelo sangue: vermelho ou prateado. Mare e sua família são vermelhos: plebeus, humildes, destinados a servir uma elite prateada cujos poderes sobrenaturais os tornam quase deuses. Mare rouba o que pode para ajudar sua família a sobreviver e não tem esperanças de escapar do vilarejo miserável onde mora. Entretanto, numa reviravolta do destino, ela consegue um emprego no palácio real, onde, em frente ao rei e a toda a nobreza, descobre que tem um poder misterioso… Mas como isso seria possível, se seu sangue é vermelho? Em meio às intrigas dos nobres prateados, as ações da garota vão desencadear uma dança violenta e fatal, que colocará príncipe contra príncipe - e Mare contra seu próprio coração.",978-85-65765-69-5,Infantojuvenil,424,978-85-65765-69-5,https://www.publishnews.com.br/estaticos/uploads/2015/08/YE6xyheZ5vwQuAoldZRGiNlBjipUOKkxS2yjMIJTCoCAN9uKcHocnElVjjM9T0suHx9QuBb66moukdqB.jpg
Mindset milionário,José Roberto Marques,Buzz,"Tudo começa na mente, inclusive a riqueza material, por isso, para enriquecer, você precisa dos padrões mentais adequados! Toda a riqueza que você busca já existe e está disponível no mundo. Porque uns alcançam e outros não? Quer entender esses segredos? Ao longo de sua vida, você aprendeu, muitas vezes por meio de exemplos, a ter certas atitudes e crenças a respeito do mundo e de si mesmo. O que talvez ninguém tenha lhe contado é que grande parte do que pensamos sobre o dinheiro e o modo como lidamos com ele é herdada de nossos familiares. São crenças que podem dificultar nosso acesso, gestão e multiplicação das riquezas, inclusive a material.",978-65-89623-15-1,Negócios,208,978-65-89623-15-1,https://www.publishnews.com.br/estaticos/uploads/2021/10/R8pXwcL6E6fX00i1S653vmpE8gu3enTw4czIJOhANEyroCyevKhiEK4dRp4FuuBHWfeXzxf88cQB9eJr.jpg
Sucesso é o resultado de times apaixonados,Renata Spallicci,Gente,"Com uma quantidade assustadora de informações disponíveis, não abraçar a transformação digital e negligenciar a gestão dos talentos pode ser uma verdadeira sentença de fracasso ao seu negócio. Assim, aqueles que desejam ter empresas prósperas precisam romper com padrões que, por muito tempo, regem a mentalidade dos negócios e já não fazem mais sentido para a sociedade atual. Os líderes devem ser capazes de elaborar e executar um plano estratégico de qualidade, formando um time apaixonado pelo futuro que a empresa quer construir, com grande potencial criativo e extrema vontade de realizar. Algo que só é possível quando o líder se torna um agente inspirador que domina a arte de conectar sonhos",978-65-55441-19-2,Negócios,224,978-65-55441-19-2,https://www.publishnews.com.br/estaticos/uploads/2021/11/xwmrfaAOBohcbB2npn5w0OGFNAxBj8q8pjmD6irZjXKZaywyuSpApdjKMRoJy6PrpNiFaEQwj4jSB0Qd.jpg
Mais esperto que o diabo,Napoleon Hill,Citadel,"Escrito em 1938, após uma das maiores crises econômicas, e precedendo a Segunda Guerra Mundial, este livro não somente é uma fonte de inspiração e coragem, mas deve ser considerado um manual para todas aquelas pessoas que desejam ser mais espertas que seus medos, problemas e limitações, pois, como o próprio Hill fala - em toda adversidade existe uma semente de benefício equivalente. ",978-85-68014-00-4,Autoajuda,200,978-85-68014-00-4,https://www.publishnews.com.br/estaticos/uploads/2021/07/Vgzr5F4Gh4Y0HTGeYaoSimsdVz8uJPebAWx397qktmYwr00d2YDOElgtMJ9QoFAT9LtGKTA3keBzzTDd.jpg
Os sete maridos de Evelyn Hugo,Taylor Jenkins Reid,Paralela,"Evelyn Hugo sempre esteve sob os holofotes - seja estrelando uma produção vencedora do Oscar, protagonizando algum escândalo ou aparecendo com um novo marido… pela sétima vez. Agora, prestes a completar oitenta anos e reclusa em seu apartamento no Upper East Side, a famigerada atriz decide contar a própria história - ou sua “verdadeira história” -, mas com uma condição: que Monique Grant, jornalista iniciante e até então desconhecida, seja a entrevistadora. Ao embarcar nessa misteriosa empreitada, a jovem repórter começa a se dar conta de que nada é por acaso - e que suas trajetórias podem estar profunda e irreversivelmente conectadas. 
",978-85-84391-50-9,Ficção,360,978-85-84391-50-9,https://www.publishnews.com.br/estaticos/uploads/2020/09/2bPJukvai2GX2aFutD1qWP1OmwFX6v98fhUXOn7wylKXPceFoQxt55tzYhfQFaitjflpGkSSaQzVZ18k.jpg
O poder da autorresponsabilidade,Paulo Vieira,Gente,"Muitas pessoas têm consciência de que precisam assumir as rédeas da própria vida, porém não sabem como fazer isso na prática. Este livro traz ao leitor o conceito de autorresponsabilidade. Trata-se de um manual que apresenta a metodologia das 6 leis para a conquista da autorresponsabilidade, de modo que o leitor assuma o comando de sua vida. Aplicando esse conceito, você será capaz de levar alta performance à vida pessoal e profissional, saindo de um estado não satisfatório para uma vida de abundância e de sucesso.",978-85-45202-21-9,Negócios,160,978-85-45202-21-9,https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
Amor & gelato,Jenna Evans Welch,Intrínseca,"Um verão na Itália, uma antiga história de amor e um segredo de família. Depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália para conhecer o pai. Do dia para a noite, ela se vê na famosa paisagem da Toscana, morando em uma casa localizada no mesmo terreno de um cemitério memorial de soldados americanos da Segunda Guerra Mundial, com um homem que nunca tinha ouvido falar. Apesar das belezas arquitetônicas, da história da cidade e das comidas maravilhosas, o que Lina mais quer é ir embora correndo dali. Mas as coisas começam a mudar quando ela recebe um antigo diário da mãe. Nele, a menina embarca em uma misteriosa história de amor, que pode explicar suas próprias origens.",978-85-51002-34-6,Ficção,320,978-85-51002-34-6,https://www.publishnews.com.br/estaticos/uploads/2021/04/7UAARrPReZ5vPtZZ0Qt3taq5HPZyfTCJBQsnxc0x7R3lPSQHdocPPoLDRhoWIqglf9grbBfXL6xgo25d.jpg
